"Date,""MCP"",""Buy_LV_LOAD"",""Buy_PUMP_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Buy_MV_LOAD"",""Buy_HV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Imports_IT-GR"",""Buy_Exports_GR-IT"""
2020-11-14 18:00:00,77.75,6.477,NULL,NULL,1.935,0.01,8.479,NULL,NULL,NULL,0.077,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 19:00:00,10,NULL,NULL,NULL,2.078,2.151,NULL,NULL,NULL,NULL,0.073,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 20:00:00,20,NULL,NULL,NULL,1.922,1.992,NULL,NULL,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 21:00:00,36.57,NULL,NULL,NULL,2.775,2.844,NULL,NULL,NULL,NULL,0.069,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 22:00:00,20,NULL,NULL,NULL,2.427,2.495,NULL,NULL,NULL,NULL,0.068,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 23:00:00,38.44,NULL,NULL,NULL,2.377,2.2,NULL,0.244,NULL,NULL,0.067,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-15 12:00:00,48.9,8.803,NULL,NULL,NULL,0.4,NULL,6.211,NULL,NULL,0.308,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 13:00:00,45.63,7.069,NULL,NULL,0.018,0.4,NULL,4.496,NULL,NULL,0.309,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 14:00:00,49.47,6.422,NULL,NULL,0.137,1.4,NULL,2.969,NULL,NULL,0.31,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 15:00:00,50.46,11.583,NULL,NULL,25.536,0.2,34.741,NULL,NULL,NULL,0.322,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 16:00:00,92.34,13.478,NULL,NULL,0.022,NULL,NULL,11.322,NULL,NULL,0.322,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 17:00:00,95.97,12.845,NULL,NULL,NULL,NULL,NULL,10.659,NULL,NULL,0.314,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 18:00:00,91.02,9.893,NULL,NULL,NULL,0.7,NULL,7,NULL,NULL,0.307,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 19:00:00,92.28,7.773,NULL,NULL,NULL,0.3,NULL,5.282,NULL,NULL,0.309,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 20:00:00,92.28,8.657,NULL,NULL,NULL,NULL,NULL,6.402,NULL,NULL,0.245,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-15 21:00:00,73.26,8.599,NULL,NULL,2.937,NULL,11.734,NULL,NULL,NULL,0.198,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-15 22:00:00,52.15,15.664,NULL,NULL,22.419,NULL,38.154,0.132,NULL,NULL,0.203,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-15 23:00:00,56.7,4.855,NULL,5.852,NULL,NULL,NULL,8.374,NULL,NULL,0.167,NULL,2.5,NULL,NULL,NULL,NULL,NULL
2020-11-16 12:00:00,45.82,9.312,NULL,NULL,0.64,NULL,9.907,0.045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-16 13:00:00,44.78,5.491,NULL,NULL,1.3,NULL,6.774,0.017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-16 14:00:00,56.41,7.527,NULL,NULL,0.695,NULL,26.222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
2020-11-16 15:00:00,41.04,6.951,NULL,69.402,3.647,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,18,NULL,NULL
2020-11-16 16:00:00,41.05,17.759,NULL,60.912,1.329,80,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
2020-11-16 17:00:00,41.05,20.489,NULL,58.481,1.03,80,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
2020-11-16 18:00:00,41.04,11.654,NULL,68.089,0.257,80,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
2020-11-16 19:00:00,78.48,8.814,NULL,NULL,3.858,NULL,30.672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
2020-11-16 20:00:00,76.52,3.265,NULL,NULL,1.953,NULL,23.218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
2020-11-16 21:00:00,75.67,1.234,NULL,NULL,0.58,0.235,19.579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
2020-11-16 22:00:00,51.34,NULL,NULL,NULL,1.344,0.468,0.876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-16 23:00:00,15,NULL,NULL,NULL,3.965,3.965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 12:00:00,69.1,4.41,NULL,NULL,2.423,NULL,NULL,6.833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 13:00:00,64.37,2.977,NULL,NULL,5.032,0.177,NULL,7.832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 14:00:00,65.34,4.407,NULL,NULL,3.322,NULL,NULL,7.729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 15:00:00,68.18,4.265,NULL,NULL,3.08,0.356,NULL,6.989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 16:00:00,75.3,18.337,NULL,NULL,0.251,NULL,6.234,12.354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 17:00:00,85.9,13.829,NULL,NULL,1.527,NULL,NULL,15.356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 18:00:00,82.97,0.192,NULL,NULL,12.379,0.626,NULL,11.945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 19:00:00,72.46,2.684,NULL,NULL,4.314,NULL,3.904,3.094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 20:00:00,68.55,6.484,NULL,NULL,0.221,NULL,NULL,6.705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 21:00:00,53.62,3.812,NULL,NULL,3.948,NULL,NULL,7.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 22:00:00,36.78,1.772,NULL,NULL,7.695,NULL,NULL,9.467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-17 23:00:00,26.76,NULL,NULL,NULL,9.116,8.927,NULL,0.189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-18 12:00:00,47.33,31.983,NULL,NULL,3.656,NULL,NULL,34.793,NULL,NULL,NULL,NULL,0.846,NULL,155,155,NULL,NULL
2020-11-18 13:00:00,50.65,24.68,NULL,NULL,1.554,NULL,NULL,25.344,NULL,NULL,NULL,NULL,0.89,NULL,155,155,NULL,NULL
2020-11-18 14:00:00,53.85,24.439,NULL,NULL,1.451,NULL,NULL,24.922,NULL,NULL,NULL,NULL,0.968,NULL,155,155,NULL,NULL
2020-11-18 15:00:00,57.27,23.187,NULL,NULL,9.815,NULL,NULL,32.034,NULL,NULL,NULL,NULL,0.968,NULL,155,155,NULL,NULL
2020-11-18 16:00:00,61.72,8.771,NULL,NULL,16.978,NULL,NULL,24.898,NULL,NULL,NULL,NULL,0.851,NULL,155,155,NULL,NULL
2020-11-18 17:00:00,66.45,6.804,NULL,NULL,9.813,0.399,NULL,15.724,NULL,NULL,NULL,NULL,0.494,NULL,155,155,NULL,NULL
2020-11-18 18:00:00,66.34,0.018,NULL,NULL,9.263,6.469,NULL,2.029,NULL,NULL,NULL,NULL,0.783,NULL,155,155,NULL,NULL
2020-11-18 19:00:00,66.72,9.959,NULL,NULL,7.307,0.009,NULL,16.463,NULL,NULL,NULL,NULL,0.794,NULL,155,155,NULL,NULL
2020-11-18 20:00:00,56.85,0.752,NULL,NULL,3.863,0.613,NULL,3.223,NULL,NULL,NULL,NULL,0.779,NULL,155,155,NULL,NULL
2020-11-18 21:00:00,45,0.002,NULL,NULL,1.489,6.225,NULL,NULL,NULL,NULL,NULL,NULL,0.781,NULL,155,149.485,NULL,NULL
2020-11-18 22:00:00,45,NULL,NULL,NULL,NULL,5.23,NULL,13.168,NULL,NULL,NULL,NULL,0.789,NULL,155,135.813,NULL,NULL
2020-11-18 23:00:00,45,NULL,NULL,NULL,NULL,7.508,NULL,25.117,NULL,NULL,NULL,NULL,0.823,NULL,155,121.552,NULL,NULL
2020-11-19 12:00:00,49.26,10.363,NULL,NULL,NULL,2.435,4.106,3.822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 13:00:00,48.15,5.445,NULL,NULL,0.012,2.766,NULL,2.691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 14:00:00,48.2,5.724,NULL,NULL,0.013,1.393,3.554,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 15:00:00,68.57,8.352,NULL,NULL,NULL,0.169,NULL,8.183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 16:00:00,76.72,7.376,NULL,NULL,NULL,NULL,NULL,7.376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 17:00:00,69,5.126,NULL,NULL,6.197,NULL,NULL,11.323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 18:00:00,80.32,9.714,NULL,NULL,NULL,NULL,NULL,9.714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 19:00:00,84.57,5.553,NULL,NULL,NULL,NULL,0.778,4.775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 20:00:00,75.39,5.685,NULL,NULL,NULL,NULL,NULL,5.685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 21:00:00,51,5.289,NULL,NULL,1.474,NULL,NULL,6.763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 22:00:00,42.42,3.909,NULL,NULL,3.68,NULL,NULL,7.589,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-19 23:00:00,33.64,NULL,NULL,24.731,8.84,29.468,NULL,4.103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 12:00:00,34.44,8.449,NULL,NULL,1.85,9.682,NULL,0.617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 13:00:00,41.67,10.735,NULL,NULL,0.537,NULL,11.141,0.131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 14:00:00,40.87,15.271,NULL,NULL,1.148,NULL,16.419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 15:00:00,41.27,16.543,NULL,NULL,NULL,NULL,16.543,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 16:00:00,80,6.905,NULL,70,NULL,NULL,15.544,11.629,NULL,NULL,NULL,NULL,16.761,2.884,NULL,30.087,NULL,NULL
2020-11-20 17:00:00,80,3.764,NULL,70,NULL,NULL,9.14,10.373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.251,NULL,NULL
2020-11-20 18:00:00,80,2.244,NULL,70,NULL,NULL,9.14,13.121,NULL,NULL,NULL,NULL,16.158,2.884,NULL,30.941,NULL,NULL
2020-11-20 19:00:00,80,4.52,NULL,70,NULL,NULL,20,14.661,NULL,NULL,NULL,NULL,15.665,2.884,NULL,21.31,NULL,NULL
2020-11-20 20:00:00,46.81,6.024,NULL,27.392,3.122,NULL,36.538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 21:00:00,40.86,4.049,NULL,NULL,NULL,NULL,4.049,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 22:00:00,40.14,3.414,NULL,NULL,0.048,0.192,NULL,3.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-20 23:00:00,20,1.373,NULL,NULL,0.272,1.645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-21 12:00:00,0.5,NULL,NULL,0.041,6.078,5.31,NULL,NULL,NULL,NULL,NULL,NULL,0.809,NULL,NULL,NULL,NULL,NULL
2020-11-21 13:00:00,0.5,NULL,NULL,1.089,5.531,5.891,NULL,NULL,NULL,NULL,NULL,NULL,0.729,NULL,NULL,NULL,NULL,NULL
2020-11-21 14:00:00,0.5,NULL,NULL,3.702,4.648,7.468,NULL,NULL,NULL,NULL,NULL,NULL,0.882,NULL,NULL,NULL,NULL,NULL
2020-11-21 15:00:00,15,NULL,NULL,9.952,3.96,13.055,NULL,NULL,NULL,NULL,NULL,NULL,0.857,NULL,NULL,NULL,NULL,NULL
2020-11-21 16:00:00,15,NULL,NULL,6.607,5.115,10.945,NULL,NULL,NULL,NULL,NULL,NULL,0.777,NULL,NULL,NULL,NULL,NULL
2020-11-21 17:00:00,15,NULL,NULL,8.787,5.13,13.041,NULL,NULL,NULL,NULL,NULL,NULL,0.876,NULL,NULL,NULL,NULL,NULL
2020-11-21 18:00:00,15,NULL,NULL,9.154,4.897,13.383,NULL,NULL,NULL,NULL,NULL,NULL,0.668,NULL,NULL,NULL,NULL,NULL
2020-11-21 19:00:00,15,NULL,NULL,4.827,4.933,9.177,NULL,NULL,NULL,NULL,NULL,NULL,0.583,NULL,NULL,NULL,NULL,NULL
2020-11-21 20:00:00,15,NULL,NULL,1.537,4.54,5.354,NULL,NULL,NULL,NULL,NULL,NULL,0.723,NULL,NULL,NULL,NULL,NULL
2020-11-21 21:00:00,15,NULL,NULL,2.286,4.309,5.747,NULL,NULL,NULL,NULL,NULL,NULL,0.848,NULL,NULL,NULL,NULL,NULL
2020-11-21 22:00:00,10,NULL,NULL,NULL,4.513,3.704,NULL,NULL,NULL,NULL,NULL,NULL,0.809,NULL,NULL,NULL,NULL,NULL
2020-11-21 23:00:00,0,NULL,NULL,NULL,4.653,3.94,NULL,NULL,NULL,NULL,NULL,NULL,0.713,NULL,NULL,NULL,NULL,NULL
2020-11-22 12:00:00,40.86,8.042,NULL,NULL,0.242,NULL,8.284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 13:00:00,40.86,4.144,NULL,NULL,NULL,NULL,4.144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 14:00:00,40.86,2.343,NULL,NULL,NULL,NULL,2.343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 15:00:00,41.33,6.358,NULL,NULL,NULL,NULL,6.358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 16:00:00,65.53,1.923,NULL,NULL,1.458,NULL,NULL,3.381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 17:00:00,52.82,2.146,NULL,NULL,1.478,NULL,3.624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 18:00:00,59.74,1.078,NULL,NULL,2.468,NULL,3.546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 19:00:00,55.05,1.36,NULL,NULL,6.381,NULL,7.741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 20:00:00,58.89,2.133,NULL,NULL,7.845,NULL,9.978,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 21:00:00,45.75,NULL,NULL,NULL,6.749,2.108,4.641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 22:00:00,42.71,NULL,NULL,NULL,8.364,6.867,1.497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-22 23:00:00,41.45,NULL,NULL,NULL,15.759,15.759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 12:00:00,57.72,9.317,NULL,NULL,1.071,NULL,8.264,3.038,NULL,NULL,0.914,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 13:00:00,59.95,5.487,NULL,NULL,0.494,NULL,4.902,1.079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 14:00:00,82.3,3.72,NULL,NULL,0.255,NULL,3.024,0.951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 15:00:00,85.96,3.108,NULL,NULL,0.38,NULL,3.488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 16:00:00,86.05,2.948,NULL,NULL,0.327,NULL,3.275,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,54,NULL,NULL
2020-11-23 17:00:00,86.76,1.714,NULL,NULL,0.078,NULL,1.792,NULL,108,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL
2020-11-23 18:00:00,86.77,1.119,NULL,NULL,0.26,NULL,1.379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 19:00:00,86.78,1.034,NULL,NULL,2.227,0.044,3.217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 20:00:00,86.79,2.056,NULL,NULL,1.282,0.09,3.248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 21:00:00,78.81,2.036,NULL,NULL,0.807,NULL,2.843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 22:00:00,76.81,0.59,NULL,NULL,0.795,0.717,3.529,NULL,NULL,NULL,2.861,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-23 23:00:00,85.66,NULL,NULL,NULL,NULL,9.541,NULL,1.293,NULL,NULL,10.834,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-24 12:00:00,43.72,27.768,NULL,NULL,0.143,NULL,25.898,0.146,NULL,NULL,0.759,NULL,2.626,NULL,NULL,NULL,NULL,NULL
2020-11-24 13:00:00,43.11,32.38,NULL,NULL,1.763,NULL,27.924,NULL,NULL,NULL,0.835,NULL,7.054,NULL,NULL,NULL,NULL,NULL
2020-11-24 14:00:00,45.45,7.475,NULL,NULL,2.964,NULL,11.179,NULL,NULL,NULL,0.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-24 15:00:00,54.13,10.588,NULL,NULL,0.877,NULL,10.662,0.735,NULL,NULL,NULL,NULL,0.068,NULL,NULL,NULL,NULL,NULL
2020-11-24 16:00:00,73.05,16.293,NULL,NULL,NULL,NULL,NULL,11.132,NULL,NULL,NULL,NULL,5.161,NULL,NULL,NULL,NULL,NULL
2020-11-24 17:00:00,75.11,12.996,NULL,NULL,NULL,NULL,4.45,4.07,NULL,NULL,NULL,NULL,4.476,NULL,NULL,NULL,NULL,NULL
2020-11-24 18:00:00,70.48,14.164,NULL,NULL,NULL,NULL,NULL,7.342,NULL,NULL,NULL,NULL,6.822,NULL,NULL,NULL,NULL,NULL
2020-11-24 19:00:00,60.61,17.181,NULL,NULL,0.76,NULL,12.023,0.966,NULL,NULL,NULL,NULL,4.952,NULL,NULL,NULL,NULL,NULL
2020-11-24 20:00:00,51.14,15.741,NULL,NULL,2.54,NULL,13.847,NULL,NULL,NULL,NULL,NULL,4.434,NULL,NULL,NULL,NULL,NULL
2020-11-24 21:00:00,41.61,11.538,NULL,NULL,2.515,NULL,10.193,0.942,NULL,NULL,NULL,NULL,2.918,NULL,NULL,NULL,NULL,NULL
2020-11-24 22:00:00,40.85,7.842,NULL,NULL,1.769,NULL,5.799,1.495,NULL,NULL,NULL,NULL,2.317,NULL,NULL,NULL,NULL,NULL
2020-11-24 23:00:00,26.38,2.637,NULL,NULL,0.918,0.386,NULL,3.122,NULL,NULL,NULL,NULL,0.047,NULL,NULL,NULL,NULL,NULL
2020-11-25 12:00:00,46.93,9.28,NULL,NULL,7.552,0.003,16.861,0.145,NULL,NULL,0.177,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-25 13:00:00,47.86,5.876,NULL,NULL,7.326,NULL,13.244,0.137,NULL,NULL,0.179,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-25 14:00:00,56.82,0.003,NULL,NULL,13.841,2.626,11.34,0.164,NULL,NULL,0.286,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-25 15:00:00,61.81,0.5,NULL,NULL,12.861,4.565,9.057,NULL,NULL,NULL,0.261,NULL,NULL,NULL,85,85,NULL,NULL
2020-11-25 16:00:00,73.9,NULL,NULL,NULL,15.381,14.478,1.171,NULL,NULL,NULL,0.268,NULL,NULL,NULL,155,155,NULL,NULL
2020-11-25 17:00:00,80.26,NULL,NULL,NULL,12.503,14.24,12.369,0.646,NULL,NULL,0.272,15.5,1.02,NULL,155,155,NULL,NULL
2020-11-25 18:00:00,72.54,NULL,NULL,NULL,10.276,20.859,5.072,NULL,NULL,NULL,0.155,15.5,NULL,NULL,155,155,NULL,NULL
2020-11-25 19:00:00,72,NULL,NULL,NULL,10.537,26.079,NULL,NULL,NULL,NULL,0.042,15.5,NULL,NULL,155,155,NULL,NULL
2020-11-25 20:00:00,61.55,NULL,NULL,NULL,21.385,24.77,10.813,0.144,NULL,NULL,NULL,15.5,1.158,NULL,155,155,NULL,NULL
2020-11-25 21:00:00,49.44,NULL,NULL,NULL,13.082,25.276,2.297,NULL,NULL,NULL,0.076,15.5,1.085,NULL,155,155,NULL,NULL
2020-11-25 22:00:00,44.13,NULL,NULL,NULL,9.445,28.147,50.407,1.001,NULL,NULL,0.11,NULL,NULL,NULL,155,85,NULL,NULL
2020-11-25 23:00:00,44.3,NULL,NULL,NULL,14.101,26.939,NULL,1.599,NULL,NULL,0.035,NULL,NULL,NULL,155,140.598,NULL,NULL
2020-11-26 12:00:00,51.22,12.989,NULL,NULL,10.943,NULL,NULL,23.932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 13:00:00,51.9,4.679,NULL,NULL,9.579,NULL,NULL,14.258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 14:00:00,60.71,1.476,NULL,NULL,11.9,2.125,NULL,11.251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 15:00:00,69.25,1.511,NULL,NULL,12.873,0.957,NULL,13.427,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 16:00:00,79.05,5.423,NULL,NULL,10.991,0.708,NULL,15.706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 17:00:00,79.49,8.003,NULL,NULL,2.096,2.168,NULL,7.931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 18:00:00,82.6,2.491,NULL,NULL,6.403,2.751,NULL,6.143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 19:00:00,76.62,0.962,NULL,NULL,12.849,10.449,NULL,3.362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 20:00:00,65.24,1.453,NULL,NULL,11.73,11.581,NULL,1.602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 21:00:00,53.39,0.908,NULL,NULL,15.713,14.594,NULL,2.027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 22:00:00,49.94,1.192,NULL,NULL,11.127,9.864,NULL,2.455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-26 23:00:00,46.78,2.114,NULL,NULL,3.522,5.123,NULL,0.513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-27 12:00:00,20,NULL,NULL,NULL,24.073,14.065,NULL,0.11,NULL,NULL,NULL,NULL,9.898,NULL,NULL,NULL,NULL,NULL
2020-11-27 13:00:00,22.14,NULL,NULL,NULL,17.257,11.417,NULL,0.045,NULL,NULL,NULL,NULL,5.795,NULL,NULL,NULL,NULL,NULL
2020-11-27 14:00:00,10,NULL,NULL,1.982,0.069,2.021,NULL,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-27 15:00:00,46.03,NULL,NULL,NULL,4.944,4.932,NULL,0.012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-27 16:00:00,15,NULL,NULL,NULL,2.797,2.797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-27 17:00:00,54.1,NULL,NULL,NULL,9.062,9.062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-27 18:00:00,54.12,NULL,NULL,NULL,9.248,9.248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-27 19:00:00,54.12,NULL,NULL,NULL,17.255,17.255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-27 20:00:00,55.09,NULL,NULL,NULL,17.039,16.78,NULL,NULL,NULL,NULL,NULL,NULL,0.259,NULL,NULL,NULL,NULL,NULL
2020-11-27 21:00:00,51.26,NULL,NULL,NULL,16.981,16,NULL,NULL,NULL,NULL,NULL,NULL,0.981,NULL,NULL,NULL,NULL,NULL
2020-11-27 22:00:00,55.01,NULL,NULL,NULL,17.883,14.003,NULL,NULL,NULL,NULL,NULL,NULL,3.88,NULL,NULL,NULL,NULL,NULL
2020-11-27 23:00:00,42.64,NULL,NULL,7,25.285,25.543,NULL,NULL,NULL,NULL,NULL,NULL,6.742,NULL,NULL,NULL,NULL,NULL
2020-11-28 12:00:00,60.55,1.386,NULL,NULL,1.133,0.888,NULL,1.631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
