"Date,""MCP"",""Buy_LV_LOAD"",""Buy_MV_LOAD"",""Buy_Big Hydro_SUPPLY"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Big Hydro_SUPPLY"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Sell_Lignite_SUPPLY"",""Buy_PUMP_LOAD"",""Sell_MV_LOAD"",""Buy_Lignite_SUPPLY"",""Buy_HV_LOAD"",""Sell_HV_LOAD"",""Sell_PUMP_LOAD"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"""
"2022-02-03 05:00:00,""198.08"",""13.831"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""13.831"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 06:00:00,""225.51"",""22.885"",NULL,NULL,NULL,NULL,NULL,NULL,""14.02"",""8.865"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 07:00:00,""252.17"",""17.472"",NULL,NULL,NULL,""3.629"",NULL,""10"",""6"",""5.101"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 08:00:00,""255.89"",""11.659"",NULL,NULL,""35"",NULL,""1.225"",""10"",""18.572"",""16.862"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 09:00:00,""231.79"",""10.526"",NULL,NULL,""35"",""25.531"",""2.449"",""10"",""6"",""6.308"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""46.3"""
"2022-02-03 10:00:00,""213.26"",""6.183"",NULL,NULL,""35"",""22.914"",""4.913"",""10"",""43.053"",""6.131"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 11:00:00,""214.97"",""4.283"",NULL,""30"",""35"",NULL,""3.603"",NULL,""54.311"",""11.369"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 12:00:00,""207.35"",""3.073"",NULL,""30"",""35"",""9.719"",""3.608"",NULL,""67.878"",""6.306"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 13:00:00,""194.55"",""6.865"",NULL,""30"",NULL,""30.544"",""0.476"",NULL,""66.933"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 14:00:00,""200.48"",""6.164"",NULL,""30"",NULL,""30.229"",""0.965"",""10"",""55.428"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 15:00:00,""232.53"",""7.428"",NULL,""60"",NULL,""4.434"",""1.042"",""10"",""57.778"",""3.042"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 16:00:00,""240"",""13.599"",NULL,NULL,NULL,""5.417"",NULL,NULL,""6.182"",""1.139"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""11.7"""
"2022-02-03 17:00:00,""284.51"",""13.624"",NULL,NULL,NULL,NULL,NULL,NULL,""10"",""23.744"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""20.1"",NULL"
"2022-02-03 18:00:00,""296.56"",""9.643"",NULL,NULL,NULL,NULL,NULL,NULL,""13.871"",""44.717"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""48.9"",NULL"
"2022-02-03 19:00:00,""286"",""10.272"",NULL,NULL,NULL,NULL,NULL,NULL,""10"",""29.463"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""29.2"",NULL"
"2022-02-03 20:00:00,""247.72"",""12.495"",NULL,NULL,NULL,""2.478"",NULL,NULL,""12.06"",""2.913"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 21:00:00,""225.41"",""16.502"",NULL,""60"",NULL,NULL,NULL,NULL,""56.038"",""20.464"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 22:00:00,""230.02"",""12.864"",NULL,""30"",NULL,NULL,NULL,NULL,""39.04"",""3.824"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-03 23:00:00,""216.37"",""10.992"",NULL,NULL,NULL,""2.433"",NULL,NULL,""8.705"",""4.72"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 00:00:00,""190.34"",""4.718"",""0.435"",NULL,NULL,""2.869"",NULL,NULL,""61.817"",""2.667"",NULL,NULL,""0.005"",NULL,NULL,NULL,NULL,""56.5"",NULL"
"2022-02-04 01:00:00,""186.34"",""3.677"",""0.401"",NULL,NULL,NULL,NULL,NULL,""59.393"",""14.976"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""70.3"",NULL"
"2022-02-04 02:00:00,""183.05"",""4.999"",""0.395"",NULL,NULL,""3.381"",NULL,NULL,""54.88"",""3.513"",NULL,NULL,""0.007"",NULL,NULL,NULL,NULL,""49.6"",NULL"
"2022-02-04 03:00:00,""183"",""3.841"",""0.35"",NULL,NULL,""5.312"",NULL,NULL,""54.8"",""3.298"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""48.6"",NULL"
"2022-02-04 04:00:00,""183"",""5.326"",""0.391"",NULL,NULL,""6.001"",NULL,NULL,""54.445"",""5.568"",NULL,NULL,""0.004"",NULL,NULL,NULL,NULL,""48.3"",NULL"
"2022-02-04 05:00:00,""205"",""4.667"",""0.695"",NULL,NULL,""0.01"",NULL,NULL,""1.784"",""3.588"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 06:00:00,""235.01"",""4.091"",""0.439"",NULL,NULL,NULL,NULL,NULL,""18"",""36.935"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""50.4"",NULL"
"2022-02-04 07:00:00,""260.83"",""2.1"",""2.715"",NULL,NULL,""1.85"",NULL,NULL,NULL,""6.665"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 08:00:00,""297.18"",""2.685"",""2.93"",NULL,NULL,NULL,""0.218"",NULL,""37"",""29.068"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""60.7"",NULL"
"2022-02-04 09:00:00,""255.14"",""2.282"",""0.766"",NULL,NULL,NULL,""0.786"",NULL,""41"",""35.828"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""74.6"",NULL"
"2022-02-04 10:00:00,""220.83"",""1.42"",""2.838"",NULL,NULL,""16.043"",""8.256"",NULL,NULL,""12.045"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 11:00:00,""215.45"",""1.417"",""2.844"",NULL,NULL,""16.661"",""7.688"",NULL,NULL,""13.234"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 12:00:00,""210.2"",""1.407"",""2.777"",NULL,NULL,""16.884"",""8.131"",NULL,NULL,""12.937"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 13:00:00,""210.06"",""1.338"",""2.803"",NULL,NULL,""11.855"",""4.452"",NULL,NULL,""11.544"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 14:00:00,""211.09"",""1.968"",""2.776"",NULL,NULL,""6.693"",""3.466"",NULL,NULL,""7.971"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 15:00:00,""225.63"",""1.34"",""2.816"",NULL,NULL,""5.284"",""5.287"",NULL,NULL,""4.153"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 16:00:00,""266"",""2.017"",""2.885"",NULL,NULL,""8.873"",""3.383"",NULL,""9.309"",""1.083"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 17:00:00,""306"",""2.223"",""2.473"",""14.871"",NULL,""10.002"",""4.674"",NULL,""20.6"",""4.295"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 18:00:00,""303"",""4.22"",""0.617"",""223.787"",NULL,NULL,""4.151"",NULL,""12"",""4.068"",NULL,NULL,""0.005"",NULL,NULL,NULL,NULL,NULL,""208.4"""
"2022-02-04 19:00:00,""277"",""2.885"",""0.57"",NULL,NULL,""10.031"",""4.819"",NULL,NULL,NULL,NULL,NULL,""0.006"",NULL,NULL,NULL,NULL,NULL,""8.7"""
"2022-02-04 20:00:00,""262"",""3.403"",""0.419"",NULL,NULL,""4.97"",""3.451"",NULL,""4.036"",""1.293"",NULL,NULL,""0.012"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 21:00:00,""219"",""10.626"",""0.413"",NULL,NULL,""4.071"",NULL,NULL,""14.301"",""0.803"",NULL,NULL,""0.006"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 22:00:00,""227"",""9.625"",""0.402"",NULL,NULL,""5.265"",NULL,NULL,""14.557"",""0.729"",NULL,NULL,""0.006"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-04 23:00:00,""220.45"",""9.154"",""0.4"",NULL,""116"",NULL,NULL,NULL,""123.17"",""2.378"",NULL,NULL,""0.006"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 00:00:00,""224.03"",""2.562"",NULL,NULL,NULL,NULL,""4.89"",NULL,""91.92"",""14.328"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""108.6"",NULL"
"2022-02-05 01:00:00,""217.39"",""1.054"",NULL,NULL,NULL,NULL,""4.895"",NULL,""80.173"",""18.435"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""102.4"",NULL"
"2022-02-05 02:00:00,""205.8"",""1.781"",NULL,NULL,NULL,NULL,""4.892"",NULL,""59.848"",""14.414"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""77.4"",NULL"
"2022-02-05 03:00:00,""205.08"",""1.171"",NULL,NULL,NULL,NULL,""4.743"",NULL,""58.36"",""15.966"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""77.9"",NULL"
"2022-02-05 04:00:00,""204.45"",""1.858"",""0.652"",NULL,NULL,NULL,""4.874"",NULL,""49.048"",""8.049"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""59.5"",NULL"
"2022-02-05 05:00:00,""207.39"",""1.743"",NULL,NULL,NULL,NULL,""4.853"",NULL,""18.12"",""1.231"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""22.5"",NULL"
"2022-02-05 06:00:00,""215.1"",NULL,NULL,NULL,NULL,""8.861"",""8.861"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 07:00:00,""245.48"",NULL,NULL,NULL,NULL,""2.481"",""12.796"",NULL,""17.727"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""28"",NULL"
"2022-02-05 08:00:00,""272.05"",NULL,NULL,""105"",NULL,""1.292"",""21.579"",NULL,""84.407"",""0.306"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 09:00:00,""265.71"",NULL,NULL,""29.554"",NULL,""3.536"",""19.84"",NULL,""13.25"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 10:00:00,""245.69"",NULL,NULL,NULL,NULL,""19.906"",""19.906"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 11:00:00,""207.59"",NULL,NULL,NULL,NULL,""23.777"",""16.968"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""6.8"""
"2022-02-05 12:00:00,""185.98"",NULL,NULL,NULL,NULL,""33.812"",""10.176"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""23.6"""
"2022-02-05 13:00:00,""174.97"",NULL,NULL,NULL,""75"",""36.423"",""10.626"",NULL,""75"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""25.8"""
"2022-02-05 14:00:00,""199.12"",NULL,NULL,NULL,""35"",""13.892"",""13.892"",NULL,""35"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 15:00:00,""221.95"",NULL,""0.692"",NULL,""95"",""11.64"",""12.332"",NULL,""95"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 16:00:00,""253.69"",NULL,NULL,NULL,""69"",""19.576"",""18.186"",NULL,""69"",NULL,NULL,NULL,""1.39"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 17:00:00,""279"",NULL,NULL,""252.681"",NULL,""1.131"",""13.201"",""73"",""167.454"",""0.157"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 18:00:00,""292"",NULL,NULL,""155.83"",NULL,NULL,""10.665"",NULL,""142.68"",""1.805"",NULL,NULL,""0.68"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 19:00:00,""286"",NULL,NULL,""239.327"",NULL,""1.61"",""11.121"",""80"",""148.745"",""0.42"",NULL,NULL,""0.651"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 20:00:00,""269"",NULL,NULL,""40"",NULL,""1.797"",""9.7"",NULL,""31.48"",NULL,NULL,NULL,""0.617"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 21:00:00,""238"",NULL,NULL,NULL,""112.99"",""5.438"",""3.844"",NULL,""114"",NULL,NULL,NULL,""0.584"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 22:00:00,""240"",NULL,""0.572"",NULL,""45.767"",""3.709"",""4.048"",NULL,""46"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-05 23:00:00,""217"",NULL,""0.561"",NULL,""86.785"",""5.54"",""3.886"",NULL,""89"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 00:00:00,""212.43"",""9.216"",NULL,NULL,NULL,""12.026"",NULL,NULL,""21.242"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 01:00:00,""210.35"",""11.425"",NULL,NULL,NULL,""9.677"",NULL,NULL,""21.102"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 02:00:00,""198.18"",""10.189"",NULL,NULL,NULL,NULL,NULL,NULL,""24.984"",""13.451"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""28.2"",NULL"
"2022-02-06 03:00:00,""196.18"",""9.04"",NULL,NULL,NULL,NULL,NULL,NULL,""19.384"",""12.869"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""23.2"",NULL"
"2022-02-06 04:00:00,""185.87"",""12.848"",NULL,NULL,NULL,""15.844"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""28.7"""
"2022-02-06 05:00:00,""201.16"",""12.431"",NULL,NULL,NULL,NULL,NULL,NULL,""33.331"",""13.194"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""34.1"",NULL"
"2022-02-06 06:00:00,""217.69"",""9.5"",NULL,NULL,NULL,NULL,NULL,NULL,""243.842"",""17.018"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""251.4"",NULL"
"2022-02-06 07:00:00,""213.56"",""9.208"",NULL,NULL,NULL,NULL,NULL,NULL,""89.31"",""11.298"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""91.4"",NULL"
"2022-02-06 08:00:00,""211"",""2.808"",NULL,NULL,NULL,""1.011"",NULL,NULL,""63.531"",""0.628"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""60.3"",NULL"
"2022-02-06 09:00:00,""208.65"",NULL,NULL,NULL,NULL,""1.788"",""2.795"",NULL,""43.2"",""0.115"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""44.3"",NULL"
"2022-02-06 10:00:00,""217.43"",NULL,NULL,NULL,NULL,NULL,""10.905"",NULL,""126.912"",""16.532"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""154.3"",NULL"
"2022-02-06 11:00:00,""206.89"",NULL,NULL,NULL,NULL,""0.243"",""7.537"",NULL,""36.23"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""43.5"",NULL"
"2022-02-06 12:00:00,""183"",NULL,NULL,NULL,NULL,""27.29"",""8.057"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""19.2"""
"2022-02-06 13:00:00,""177.44"",NULL,NULL,NULL,NULL,""21.304"",""1.303"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""20"""
"2022-02-06 14:00:00,""180"",""5.531"",NULL,NULL,NULL,""20.207"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""25.7"""
"2022-02-06 15:00:00,""202.84"",""5.991"",NULL,NULL,NULL,""0.649"",NULL,NULL,""6.64"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 16:00:00,""215.63"",""9.444"",NULL,NULL,NULL,""2.035"",NULL,NULL,""11.479"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 17:00:00,""251"",""6.838"",NULL,NULL,NULL,""1.934"",NULL,NULL,""8.772"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 18:00:00,""269.44"",""20.21"",NULL,NULL,""44"",""4.4"",NULL,""40"",""74.099"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""45.5"",NULL"
"2022-02-06 19:00:00,""276"",""23.586"",NULL,NULL,""44"",""4.06"",NULL,""40"",""31.646"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 20:00:00,""252"",""17.646"",NULL,NULL,NULL,""1.419"",NULL,NULL,""19.065"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 21:00:00,""216"",""16.593"",NULL,NULL,NULL,""1.702"",NULL,NULL,""18.295"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 22:00:00,""218"",""15.149"",NULL,NULL,NULL,""2.233"",NULL,NULL,""17.382"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-06 23:00:00,""216"",""17.004"",NULL,NULL,NULL,""1.17"",NULL,NULL,""18.117"",""0.057"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 00:00:00,""188.39"",""0.406"",NULL,NULL,NULL,NULL,""5.202"",NULL,NULL,""20.884"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""25.7"",NULL"
"2022-02-07 01:00:00,""203"",""1.825"",NULL,NULL,NULL,""3.001"",""3.304"",NULL,""1.522"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 02:00:00,""170.74"",""2.733"",NULL,NULL,NULL,""0.036"",""3.409"",NULL,NULL,""2.102"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""2.7"",NULL"
"2022-02-07 03:00:00,""156.94"",""4.513"",NULL,NULL,NULL,""0.048"",""43.396"",NULL,NULL,""2.665"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""41.5"",NULL"
"2022-02-07 04:00:00,""161.45"",""4.867"",NULL,NULL,NULL,""2.54"",""43.41"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""36"",NULL"
"2022-02-07 05:00:00,""187.67"",""0.419"",NULL,NULL,NULL,""2.926"",""3.345"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 06:00:00,""216.82"",NULL,NULL,NULL,NULL,""4.636"",""4.636"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 07:00:00,""237.68"",NULL,NULL,NULL,NULL,NULL,""3.925"",NULL,""135.911"",""33.998"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""173.8"",NULL"
"2022-02-07 08:00:00,""238.37"",""0.102"",NULL,NULL,NULL,NULL,""4.203"",NULL,""109.097"",""3.861"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""117.1"",NULL"
"2022-02-07 09:00:00,""211.27"",NULL,NULL,NULL,NULL,""13.425"",""13.425"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 10:00:00,""204.73"",NULL,NULL,NULL,NULL,""26.634"",""26.634"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 11:00:00,""205.18"",NULL,NULL,NULL,NULL,""23.231"",""23.231"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 12:00:00,""202.93"",NULL,NULL,""26"",NULL,""17.644"",""17.644"",NULL,""26"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 13:00:00,""189.03"",NULL,NULL,NULL,NULL,""25.474"",""13.648"",NULL,""11.826"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 14:00:00,""200.2"",NULL,NULL,""26"",NULL,""12.218"",""12.218"",NULL,""26"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 15:00:00,""203.35"",NULL,NULL,NULL,NULL,""10.326"",""10.326"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 16:00:00,""207.79"",NULL,NULL,NULL,NULL,""8.678"",""5.484"",NULL,""3.194"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-07 17:00:00,""198.36"",NULL,NULL,NULL,NULL,""28.834"",""4.051"",""15"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""9.8"""
"2022-02-07 18:00:00,""210"",NULL,NULL,NULL,NULL,""20.969"",""5.865"",""95"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""79.9"",NULL"
"2022-02-07 19:00:00,""232.69"",NULL,NULL,NULL,NULL,NULL,""5.533"",""95"",""136.318"",""20.318"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""257.2"",NULL"
"2022-02-07 20:00:00,""225.45"",""0.703"",NULL,NULL,NULL,NULL,""3.051"",""25"",""157.6"",""20.895"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""205.8"",NULL"
"2022-02-07 21:00:00,""210"",""2.086"",NULL,NULL,NULL,""0.011"",""1.492"",NULL,""23.455"",""4.435"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""27.3"",NULL"
"2022-02-07 22:00:00,""196.3"",""4.034"",NULL,NULL,NULL,""18.496"",""0.825"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""21.7"""
"2022-02-07 23:00:00,""183.64"",""3.246"",NULL,NULL,NULL,""0.358"",""0.495"",NULL,NULL,""6.23"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""3.1"",NULL"
"2022-02-08 00:00:00,""154"",""20.057"",NULL,NULL,NULL,NULL,""0.515"",""35"",NULL,""7.694"",NULL,NULL,NULL,""23.152"",NULL,NULL,NULL,NULL,NULL"
"2022-02-08 01:00:00,""181.59"",""19.737"",NULL,NULL,NULL,""0.301"",NULL,""35"",NULL,""2.173"",NULL,NULL,NULL,""51"",NULL,NULL,NULL,NULL,""33.9"""
"2022-02-08 02:00:00,""174.68"",""18.277"",NULL,NULL,NULL,""3"",""0.359"",""35"",NULL,""1.593"",NULL,NULL,NULL,""51"",NULL,NULL,NULL,NULL,""35.3"""
"2022-02-08 03:00:00,""170.89"",""18.495"",NULL,NULL,NULL,""2.789"",NULL,""35"",NULL,""5.915"",NULL,NULL,NULL,""51"",NULL,NULL,NULL,NULL,""31.4"""
"2022-02-08 04:00:00,""170"",""14.122"",NULL,NULL,NULL,""21.724"",""0.49"",""35"",NULL,NULL,NULL,NULL,NULL,""51"",NULL,NULL,NULL,NULL,""51.4"""
"2022-02-08 05:00:00,""170.77"",""21.958"",NULL,NULL,NULL,""35.588"",NULL,""35"",NULL,NULL,NULL,NULL,NULL,""51"",NULL,NULL,NULL,NULL,""73.5"""
"2022-02-08 06:00:00,""218.55"",""29.648"",NULL,NULL,NULL,""14.02"",NULL,NULL,""34.392"",""9.276"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-08 07:00:00,""240"",""33.994"",NULL,NULL,""98"",""13.605"",NULL,""98"",""38"",""2.547"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""7.1"""
"2022-02-08 08:00:00,""244.59"",""43.911"",NULL,NULL,""98"",""0.717"",NULL,""98"",""42.702"",""11.579"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""9.7"",NULL"
"2022-02-08 09:00:00,""219.83"",""52.505"",NULL,NULL,NULL,""0.448"",NULL,NULL,""60.64"",""16.172"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""23.9"",NULL"
"2022-02-08 10:00:00,""209.23"",""51.487"",NULL,NULL,NULL,""0.075"",NULL,NULL,""39.836"",""11.726"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-08 11:00:00,""219.61"",""53.216"",NULL,NULL,NULL,""1.755"",NULL,NULL,""42.88"",""12.091"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-08 12:00:00,""224.92"",""44.953"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""44.953"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-08 13:00:00,""197.93"",""50.483"",NULL,NULL,NULL,NULL,NULL,NULL,""30.43"",""20.053"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-08 14:00:00,""212.01"",""34.37"",NULL,NULL,NULL,NULL,NULL,NULL,""19.005"",""15.365"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-08 15:00:00,""205.81"",""23.497"",NULL,NULL,NULL,""6.701"",NULL,NULL,""21.48"",""8.718"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-08 16:00:00,""202"",""4.794"",NULL,NULL,NULL,""2.334"",""0.098"",NULL,""23"",""10.526"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""26.5"",NULL"
"2022-02-08 17:00:00,""224.74"",""3.92"",NULL,NULL,NULL,NULL,""8.284"",NULL,""16"",""37.28"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""57.6"",NULL"
"2022-02-08 18:00:00,""242.79"",""4.762"",NULL,NULL,NULL,""2.073"",""2.467"",NULL,NULL,""10.055"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""5.7"",NULL"
"2022-02-08 19:00:00,""252.74"",""12.817"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""25.457"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""12.6"",NULL"
"2022-02-08 20:00:00,""241.8"",""3.297"",NULL,NULL,NULL,NULL,""2.41"",NULL,NULL,""22.555"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""21.7"",NULL"
